,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
2,Afghanistan,2017,% of population with digital finance account - registered,15.0,1.7485,True,Digital Payments
7,Albania,2017,% of population with digital finance account - registered,39.0,2.9461000000000004,True,Digital Payments
10,Arab world,2017,% of population with digital finance account - registered,37.0,2.8463000000000003,True,Digital Payments
13,United Arab Emirates,2017,% of population with digital finance account - registered,87.0,5.3413,True,Digital Payments
16,Argentina,2017,% of population with digital finance account - registered,48.0,3.3952,True,Digital Payments
19,Armenia,2017,% of population with digital finance account - registered,45.0,3.2455000000000003,True,Digital Payments
22,Australia,2017,% of population with digital finance account - registered,100.0,5.99,True,Digital Payments
25,Austria,2017,% of population with digital finance account - registered,98.0,5.8902,True,Digital Payments
28,Azerbaijan,2017,% of population with digital finance account - registered,29.0,2.4471,True,Digital Payments
33,Belgium,2017,% of population with digital finance account - registered,99.0,5.9401,True,Digital Payments
36,Benin,2017,% of population with digital finance account - registered,32.0,2.5968,True,Digital Payments
39,Burkina Faso,2017,% of population with digital finance account - registered,23.0,2.1477000000000004,True,Digital Payments
42,Bangladesh,2017,% of population with digital finance account - registered,41.0,3.0459,True,Digital Payments
45,Bulgaria,2017,% of population with digital finance account - registered,72.0,4.5928,True,Digital Payments
48,Bahrain,2017,% of population with digital finance account - registered,83.0,5.1417,True,Digital Payments
51,Bosnia and Herzegovina,2017,% of population with digital finance account - registered,59.0,3.9441,True,Digital Payments
54,Belarus,2017,% of population with digital finance account - registered,81.0,5.0419,True,Digital Payments
58,Bolivia,2017,% of population with digital finance account - registered,51.0,3.5449,True,Digital Payments
61,Brazil,2017,% of population with digital finance account - registered,70.0,4.493,True,Digital Payments
65,Botswana,2017,% of population with digital finance account - registered,45.0,3.2455000000000003,True,Digital Payments
67,Central African Republic,2017,% of population with digital finance account - registered,14.0,1.6985999999999999,True,Digital Payments
70,Canada,2017,% of population with digital finance account - registered,100.0,5.99,True,Digital Payments
72,Switzerland,2017,% of population with digital finance account - registered,98.0,5.8902,True,Digital Payments
75,Chile,2017,% of population with digital finance account - registered,74.0,4.6926000000000005,True,Digital Payments
78,China,2017,% of population with digital finance account - registered,80.0,4.992000000000001,True,Digital Payments
80,Cote d'Ivoire,2017,% of population with digital finance account - registered,15.0,1.7485,True,Digital Payments
83,Cameroon,2017,% of population with digital finance account - registered,27.0,2.3473,True,Digital Payments
86,"Congo, Dem. Rep.",2017,% of population with digital finance account - registered,15.0,1.7485,True,Digital Payments
89,"Congo, Rep.",2017,% of population with digital finance account - registered,23.0,2.1477000000000004,True,Digital Payments
92,Colombia,2017,% of population with digital finance account - registered,45.0,3.2455000000000003,True,Digital Payments
96,Costa Rica,2017,% of population with digital finance account - registered,68.0,4.3932,True,Digital Payments
99,Cyprus,2017,% of population with digital finance account - registered,89.0,5.4411000000000005,True,Digital Payments
102,Czech Republic,2017,% of population with digital finance account - registered,81.0,5.0419,True,Digital Payments
105,Germany,2017,% of population with digital finance account - registered,99.0,5.9401,True,Digital Payments
109,Denmark,2017,% of population with digital finance account - registered,100.0,5.99,True,Digital Payments
112,Dominican Republic,2017,% of population with digital finance account - registered,55.0,3.7445,True,Digital Payments
115,Algeria,2017,% of population with digital finance account - registered,43.0,3.1457,True,Digital Payments
118,East Asia & Pacific (excluding high income),2017,% of population with digital finance account - registered,70.0,4.493,True,Digital Payments
121,East Asia & Pacific,2017,% of population with digital finance account - registered,73.0,4.6427000000000005,True,Digital Payments
124,Europe & Central Asia (excluding high income),2017,% of population with digital finance account - registered,65.0,4.2435,True,Digital Payments
127,Europe & Central Asia,2017,% of population with digital finance account - registered,81.0,5.0419,True,Digital Payments
130,Ecuador,2017,% of population with digital finance account - registered,51.0,3.5449,True,Digital Payments
133,"Egypt, Arab Rep.",2017,% of population with digital finance account - registered,32.0,2.5968,True,Digital Payments
136,Euro area,2017,% of population with digital finance account - registered,95.0,5.7405,True,Digital Payments
139,Spain,2017,% of population with digital finance account - registered,94.0,5.6906,True,Digital Payments
142,Estonia,2017,% of population with digital finance account - registered,98.0,5.8902,True,Digital Payments
144,Ethiopia,2017,% of population with digital finance account - registered,35.0,2.7465,True,Digital Payments
147,Finland,2017,% of population with digital finance account - registered,100.0,5.99,True,Digital Payments
150,France,2017,% of population with digital finance account - registered,94.0,5.6906,True,Digital Payments
153,Gabon,2017,% of population with digital finance account - registered,34.0,2.6966,True,Digital Payments
156,United Kingdom,2017,% of population with digital finance account - registered,96.0,5.7904,True,Digital Payments
159,Georgia,2017,% of population with digital finance account - registered,61.0,4.0439,True,Digital Payments
162,Ghana,2017,% of population with digital finance account - registered,42.0,3.0958,True,Digital Payments
165,Guinea,2017,% of population with digital finance account - registered,15.0,1.7485,True,Digital Payments
168,Greece,2017,% of population with digital finance account - registered,85.0,5.2415,True,Digital Payments
171,Guatemala,2017,% of population with digital finance account - registered,44.0,3.1956,True,Digital Payments
174,High income,2017,% of population with digital finance account - registered,94.0,5.6906,True,Digital Payments
177,"Hong Kong SAR, China",2017,% of population with digital finance account - registered,95.0,5.7405,True,Digital Payments
180,Honduras,2017,% of population with digital finance account - registered,43.0,3.1457,True,Digital Payments
183,Croatia,2017,% of population with digital finance account - registered,86.0,5.2914,True,Digital Payments
186,Haiti,2017,% of population with digital finance account - registered,28.0,2.3971999999999998,True,Digital Payments
189,Hungary,2017,% of population with digital finance account - registered,75.0,4.7425,True,Digital Payments
192,Indonesia,2017,% of population with digital finance account - registered,48.0,3.3952,True,Digital Payments
195,India,2017,% of population with digital finance account - registered,80.0,4.992000000000001,True,Digital Payments
198,Ireland,2017,% of population with digital finance account - registered,95.0,5.7405,True,Digital Payments
201,"Iran, Islamic Rep.",2017,% of population with digital finance account - registered,93.0,5.6407,True,Digital Payments
204,Iraq,2017,% of population with digital finance account - registered,20.0,1.9980000000000002,True,Digital Payments
207,Israel,2017,% of population with digital finance account - registered,93.0,5.6407,True,Digital Payments
210,Italy,2017,% of population with digital finance account - registered,94.0,5.6906,True,Digital Payments
215,Jordan,2017,% of population with digital finance account - registered,42.0,3.0958,True,Digital Payments
218,Japan,2017,% of population with digital finance account - registered,98.0,5.8902,True,Digital Payments
221,Kazakhstan,2017,% of population with digital finance account - registered,59.0,3.9441,True,Digital Payments
224,Kenya,2017,% of population with digital finance account - registered,56.0,3.7944,True,Digital Payments
227,Kyrgyz Republic,2017,% of population with digital finance account - registered,38.0,2.8962000000000003,True,Digital Payments
230,Cambodia,2017,% of population with digital finance account - registered,18.0,1.8982,True,Digital Payments
